,age,father,mother
5093,0,No,No
5094,28,No,No
5095,0,Non Interview,Non Interview
5096,0,No,No
5097,0,No,No
5098,0,No,No
5099,0,No,No
5100,0,Non Interview,Non Interview
5101,0,No,No
5102,0,No,No
5103,0,No,No
5104,0,No,No
5105,18,No,No
5106,0,Non Interview,Non Interview
5107,0,Non Interview,Non Interview
5108,18,No,No
5109,0,Non Interview,Non Interview
5110,0,No,No
5111,0,Non Interview,Non Interview
5112,0,No,No
5113,0,No,No
5114,0,No,No
5115,0,No,No
5116,0,No,No
5117,0,No,No
5118,0,Non Interview,Non Interview
5119,0,No,No
5120,0,Non Interview,Non Interview
5121,0,Non Interview,Non Interview
5122,0,No,No
5123,0,No,No
5124,0,Valid Skip,No
5125,0,No,No
5126,26,No,No
5127,0,No,No
5128,0,No,No
5129,0,No,No
5130,0,No,No
5131,0,No,No
5132,0,No,No
5133,0,Non Interview,Non Interview
5134,0,No,No
5135,0,Non Interview,Non Interview
5136,0,No,No
5137,27,Non Interview,Non Interview
5138,0,Non Interview,Non Interview
5139,0,No,No
5140,0,Non Interview,Non Interview
5141,0,No,No
5142,0,No,No
5143,0,No,No
5144,0,No,No
5145,21,No,No
5146,0,No,No
5147,0,No,No
5148,0,No,No
5149,0,No,No
5150,0,No,No
5151,0,No,No
5152,0,Non Interview,Non Interview
5153,0,No,No
5154,0,No,No
5155,0,No,No
5156,0,No,No
5157,0,Non Interview,Non Interview
5158,0,No,No
5159,0,No,No
5160,0,No,No
5161,0,No,No
5162,0,No,No
5163,0,No,No
5164,0,No,No
5165,0,No,No
5166,0,No,No
5167,0,No,No
5168,0,Non Interview,Non Interview
5169,0,No,No
5170,0,No,No
5171,0,No,No
5172,0,Non Interview,Non Interview
5173,0,No,No
5174,0,No,No
5175,0,No,No
5176,0,No,No
5177,0,No,No
5178,0,Yes,No
5179,0,No,No
5180,0,Non Interview,Non Interview
5181,0,Non Interview,Non Interview
5182,0,No,No
5183,0,No,No
5184,0,No,No
5185,0,No,No
5186,0,No,No
5187,0,No,No
5188,0,No,No
5189,0,No,No
5190,0,No,No
5191,0,No,No
5192,0,No,No
5193,0,No,No
5194,0,No,No
5195,0,No,No
5196,0,No,No
5197,0,Valid Skip,No
5198,0,No,No
5199,0,No,No
5200,18,No,No
5201,0,No,No
5202,0,No,No
5203,0,No,No
5204,20,No,No
5205,0,No,No
5206,0,No,No
5207,0,No,No
5208,0,No,No
5209,0,No,No
5210,20,No,No
5211,0,No,No
5212,26,Non Interview,Non Interview
5213,0,Yes,No
5214,0,Yes,No
5215,0,No,No
5216,0,No,No
5217,0,No,No
5218,0,No,No
5219,16,Valid Skip,No
5220,0,No,No
5221,0,No,No
5222,0,No,No
5223,0,No,No
5224,0,No,No
5225,0,No,No
5226,0,Yes,No
5227,0,No,No
5228,0,Non Interview,Non Interview
5229,0,No,No
5230,0,No,No
5231,18,No,No
5232,0,No,No
5233,0,No,No
5234,0,No,No
5235,0,No,No
5236,0,Non Interview,Non Interview
5237,0,No,No
5238,24,No,No
5239,0,Non Interview,Non Interview
5240,0,Non Interview,Non Interview
5241,0,No,No
5242,0,No,No
5243,0,No,No
5244,0,No,No
5245,0,No,No
5246,0,No,No
5247,0,No,No
5248,23,No,Don't Know
5249,0,No,No
5250,0,Yes,Yes
5251,0,Yes,No
5252,24,Yes,No
5253,0,No,No
5254,0,Non Interview,Non Interview
5255,0,No,No
5256,0,Don't Know,No
5257,0,No,No
5258,0,No,No
5259,0,Non Interview,Non Interview
5260,0,Non Interview,Non Interview
5261,0,No,No
5262,0,No,No
5263,0,No,No
5264,0,Non Interview,Non Interview
5265,0,No,No
5266,0,No,No
5267,0,No,No
5268,0,No,No
5269,0,Non Interview,Non Interview
5270,20,Non Interview,Non Interview
5271,0,No,No
5272,18,Non Interview,Non Interview
5273,0,No,No
5274,0,No,No
5275,0,Yes,No
5276,0,No,No
5277,0,Yes,No
5278,0,Non Interview,Non Interview
5279,0,Yes,No
5280,0,No,No
5281,0,Don't Know,No
5282,0,Don't Know,No
5283,0,No,No
5284,0,No,No
5285,0,Non Interview,Non Interview
5286,0,No,No
5287,0,No,No
5288,0,No,No
5289,0,No,No
5290,0,No,No
5291,0,No,No
5292,0,No,No
5293,0,No,No
5294,0,No,No
5295,0,No,No
5296,0,No,No
5297,0,No,No
5298,0,No,No
5299,0,No,No
5300,0,No,No
5301,0,No,No
5302,0,No,No
5303,0,No,No
5304,0,No,No
5305,0,No,No
5306,0,Non Interview,Non Interview
5307,0,No,No
5308,0,Non Interview,Non Interview
5309,19,Valid Skip,No
5310,16,No,No
5311,17,Yes,No
5312,0,No,No
5313,0,Non Interview,Non Interview
5314,0,Don't Know,No
5315,0,No,No
5316,0,Non Interview,Non Interview
5317,0,No,No
5318,23,No,No
5319,0,No,No
5320,0,Non Interview,Non Interview
5321,0,Non Interview,Non Interview
5322,20,No,No
5323,18,No,No
5324,0,No,No
5325,0,No,No
5326,0,No,No
5327,0,Non Interview,Non Interview
5328,0,No,No
5329,0,No,No
5330,0,Non Interview,Non Interview
5331,0,No,No
5332,0,No,No
5333,0,No,No
5334,0,Non Interview,Non Interview
5335,0,No,No
5336,0,No,No
5337,0,Non Interview,Non Interview
5338,0,No,No
5339,0,No,No
5340,0,No,No
5341,0,No,No
5342,0,No,No
5343,0,No,No
5344,0,No,No
5345,0,No,No
5346,0,Non Interview,Non Interview
5347,0,Non Interview,Non Interview
5348,0,Non Interview,Non Interview
5349,0,No,No
5350,0,No,No
5351,0,Non Interview,Non Interview
5352,0,No,No
5353,0,No,No
5354,0,No,No
5355,0,No,No
5356,0,Non Interview,Non Interview
5357,0,No,No
5358,0,No,No
5359,0,No,No
5360,0,No,No
5361,0,Non Interview,Non Interview
5362,0,No,No
5363,0,Non Interview,Non Interview
5364,0,Valid Skip,No
5365,0,No,No
5366,0,No,No
5367,0,No,No
5368,0,No,No
5369,0,No,No
5370,0,No,No
5371,33,No,No
5372,0,Non Interview,Non Interview
5373,19,No,No
5374,0,No,No
5375,0,No,No
5376,0,No,No
5377,0,No,No
5378,0,No,No
5379,0,No,No
5380,0,No,No
5381,0,Non Interview,Non Interview
5382,18,No,No
5383,0,No,No
5384,0,Non Interview,Non Interview
5385,0,Yes,No
5386,0,Non Interview,Non Interview
5387,0,No,No
5388,0,No,No
5389,0,No,No
5390,19,No,No
5391,0,No,No
5392,0,Non Interview,Non Interview
5393,0,Non Interview,Non Interview
5394,0,No,No
5395,0,No,No
5396,0,No,No
5397,0,No,No
5398,0,Non Interview,Non Interview
5399,0,No,No
5400,0,Non Interview,Non Interview
5401,0,No,No
5402,0,No,No
5403,0,No,No
5404,0,No,No
5405,0,No,No
5406,0,Non Interview,Non Interview
5407,0,No,No
5408,0,No,No
5409,0,No,No
5410,32,No,No
5411,0,Don't Know,No
5412,0,No,No
5413,0,No,No
5414,0,No,No
5415,0,No,No
5416,0,Non Interview,Non Interview
5417,0,Non Interview,Non Interview
5418,0,No,No
5419,0,No,No
5420,33,No,No
5421,20,No,No
5422,0,No,No
5423,0,No,No
5424,0,No,No
5425,0,No,No
5426,0,Non Interview,Non Interview
5427,0,No,No
5428,0,No,No
5429,0,No,No
5430,0,No,No
5431,0,Non Interview,Non Interview
5432,0,No,No
5433,0,Non Interview,Non Interview
5434,23,No,No
5435,0,No,No
5436,0,No,No
5437,0,No,No
5438,0,No,No
5439,0,No,No
5440,0,Non Interview,Non Interview
5441,0,No,No
5442,0,No,No
5443,0,No,No
5444,22,No,No
5445,0,No,No
5446,0,No,No
5447,30,No,No
5448,0,No,No
5449,0,No,No
5450,0,Non Interview,Non Interview
5451,0,Yes,No
5452,0,Yes,No
5453,0,Yes,No
5454,0,No,No
5455,0,No,No
5456,0,No,No
5457,0,No,No
5458,0,No,No
5459,0,Yes,No
5460,0,No,No
5461,0,Non Interview,Non Interview
5462,0,No,No
5463,0,Non Interview,Non Interview
5464,0,No,No
5465,0,No,No
5466,0,No,No
5467,0,No,No
5468,0,No,No
5469,0,No,No
5470,0,No,No
5471,0,No,No
5472,0,Non Interview,Non Interview
5473,0,No,No
5474,0,Non Interview,Non Interview
5475,0,No,No
5476,0,No,No
5477,0,Non Interview,Non Interview
5478,0,No,No
5479,14,No,No
5480,25,No,No
5481,0,Non Interview,Non Interview
5482,0,No,No
5483,0,No,No
5484,0,Don't Know,No
5485,0,No,No
5486,0,No,No
5487,0,No,No
5488,18,No,No
5489,0,No,No
5490,0,No,No
5491,0,No,No
5492,0,No,No
5493,0,No,No
5494,0,No,No
5495,0,No,No
5496,0,Non Interview,Non Interview
5497,0,Don't Know,No
5498,0,No,No
5499,0,Non Interview,Non Interview
5500,0,Non Interview,Non Interview
5501,22,No,No
5502,0,No,No
5503,21,Yes,No
5504,0,Yes,No
5505,17,No,No
5506,0,Valid Skip,No
5507,0,Yes,No
5508,28,No,No
5509,0,No,No
5510,0,Non Interview,Non Interview
5511,0,No,No
5512,0,No,No
5513,0,Non Interview,Non Interview
5514,0,No,No
5515,0,No,No
5516,0,No,No
5517,0,No,No
5518,17,No,No
5519,20,No,No
5520,0,No,No
5521,0,No,No
5522,0,No,No
5523,0,Don't Know,Don't Know
5524,0,Non Interview,Non Interview
5525,0,No,No
5526,0,No,No
5527,0,No,No
5528,0,No,No
5529,0,No,No
5530,0,No,No
5531,0,No,No
5532,24,No,No
5533,0,Non Interview,Non Interview
5534,0,No,No
5535,0,No,No
5536,18,Non Interview,Non Interview
5537,0,Don't Know,Don't Know
5538,0,No,No
5539,0,No,No
5540,0,Valid Skip,No
5541,0,Non Interview,Non Interview
5542,0,Don't Know,Don't Know
5543,18,No,No
5544,0,No,No
5545,0,No,No
5546,0,Valid Skip,No
5547,0,No,No
5548,0,No,No
5549,0,No,No
5550,28,No,No
5551,0,No,No
5552,0,Non Interview,Non Interview
5553,0,No,No
5554,31,No,No
5555,0,No,No
5556,0,No,No
5557,0,No,No
5558,0,No,No
5559,0,No,No
5560,0,No,No
5561,0,No,No
5562,0,Valid Skip,No
5563,0,No,No
5564,0,Non Interview,Non Interview
5565,0,No,No
5566,0,No,No
5567,18,Yes,No
5568,0,No,No
5569,0,No,No
5570,0,Non Interview,Non Interview
5571,0,No,No
5572,0,No,No
5573,0,Non Interview,Non Interview
5574,0,No,No
5575,0,No,No
5576,0,No,No
5577,0,No,No
5578,0,No,No
5579,0,No,No
5580,0,No,No
5581,0,No,No
5582,0,No,No
5583,26,No,No
5584,23,No,No
5585,0,No,No
5586,0,No,No
5587,0,No,No
5588,0,No,No
5589,0,No,No
5590,0,No,No
5591,0,No,No
5592,0,No,No
5593,0,No,No
5594,30,No,No
5595,0,No,No
5596,20,No,No
5597,0,No,No
5598,0,Valid Skip,No
5599,0,No,No
5600,0,No,No
5601,0,No,No
5602,0,No,No
5603,0,No,No
5604,0,Non Interview,Non Interview
5605,0,No,No
5606,0,No,No
5607,0,No,No
5608,0,No,No
5609,0,No,No
5610,0,Yes,No
5611,0,Don't Know,No
5612,32,Don't Know,No
5613,0,No,No
5614,0,No,No
5615,0,No,No
5616,0,Valid Skip,No
5617,0,No,No
5618,0,No,No
5619,0,No,No
5620,0,Non Interview,Non Interview
5621,0,Non Interview,Non Interview
5622,0,No,No
5623,0,No,No
5624,0,No,No
5625,0,No,No
5626,0,Non Interview,Non Interview
5627,0,Non Interview,Non Interview
5628,0,No,No
5629,0,No,No
5630,0,No,No
5631,0,No,No
5632,0,No,No
5633,0,Don't Know,No
5634,0,Don't Know,No
5635,0,Non Interview,Non Interview
5636,26,No,No
5637,0,No,No
5638,0,No,No
5639,0,No,No
5640,0,No,No
5641,0,Non Interview,Non Interview
5642,0,No,No
5643,0,Non Interview,Non Interview
5644,0,No,No
5645,34,Valid Skip,No
5646,0,No,No
5647,0,No,No
5648,0,Yes,No
5649,0,Yes,No
5650,0,No,No
5651,0,Non Interview,Non Interview
5652,0,Non Interview,Non Interview
5653,0,Non Interview,Non Interview
5654,0,No,No
5655,0,Don't Know,No
5656,0,No,No
5657,0,No,No
5658,0,Non Interview,Non Interview
5659,22,Non Interview,Non Interview
5660,20,No,No
5661,0,No,No
5662,0,No,No
5663,0,Non Interview,Non Interview
5664,0,Non Interview,Non Interview
5665,0,No,No
5666,0,No,No
5667,0,No,No
5668,0,No,No
5669,0,No,No
5670,0,Non Interview,Non Interview
5671,0,No,No
5672,0,No,No
5673,0,Valid Skip,No
5674,29,Yes,No
5675,0,Non Interview,Non Interview
5676,0,Valid Skip,No
5677,0,No,No
5678,0,Non Interview,Non Interview
5679,0,No,No
5680,0,Non Interview,Non Interview
5681,0,Don't Know,No
5682,0,No,No
5683,0,No,No
5684,0,No,No
5685,0,No,No
5686,0,No,No
5687,0,No,No
5688,0,No,No
5689,0,Non Interview,Non Interview
5690,0,No,No
5691,0,No,No
5692,0,Don't Know,No
5693,0,No,No
5694,19,Non Interview,Non Interview
5695,0,No,No
5696,0,Non Interview,Non Interview
5697,0,No,No
5698,0,No,No
5699,0,No,No
5700,0,No,No
5701,0,No,No
5702,0,No,No
5703,0,No,No
5704,0,Non Interview,Non Interview
5705,25,No,No
5706,0,No,No
5707,0,No,No
5708,0,No,No
5709,0,No,No
5710,0,No,No
5711,0,No,No
5712,0,No,No
5713,0,No,No
5714,21,No,No
5715,0,No,No
5716,0,No,No
5717,0,No,No
5718,0,No,No
5719,0,No,No
5720,0,No,No
5721,0,No,No
5722,0,No,No
5723,0,Non Interview,Non Interview
5724,0,Non Interview,Non Interview
5725,0,Non Interview,Non Interview
5726,0,No,No
5727,24,Non Interview,Non Interview
5728,0,No,No
5729,0,No,No
5730,0,Non Interview,Non Interview
5731,0,No,No
5732,0,No,No
5733,0,Non Interview,Non Interview
5734,0,No,No
5735,0,Non Interview,Non Interview
5736,0,No,No
5737,0,Non Interview,Non Interview
5738,0,No,No
5739,0,No,No
5740,0,Non Interview,Non Interview
5741,0,No,No
5742,0,Don't Know,No
5743,0,No,No
5744,0,Non Interview,Non Interview
5745,0,No,No
5746,17,No,No
5747,0,No,No
5748,0,No,No
5749,0,No,No
5750,0,No,No
5751,0,No,No
5752,0,Non Interview,Non Interview
5753,0,No,No
5754,0,No,No
5755,0,No,No
5756,0,No,No
5757,0,No,No
5758,0,No,No
5759,0,No,No
5760,0,No,No
5761,0,No,No
5762,0,No,No
5763,0,No,No
5764,16,No,No
5765,0,No,No
5766,0,No,No
5767,0,No,No
5768,0,No,No
5769,0,No,No
5770,0,Non Interview,Non Interview
5771,0,No,No
5772,0,Valid Skip,Don't Know
5773,0,Yes,No
5774,0,No,No
5775,0,No,No
5776,0,Yes,No
5777,0,Yes,No
5778,25,No,No
5779,0,No,No
5780,0,Non Interview,Non Interview
5781,0,Non Interview,Non Interview
5782,0,No,No
5783,0,Valid Skip,No
5784,0,No,No
5785,0,No,No
5786,0,No,No
5787,0,No,No
5788,0,No,No
5789,0,No,No
5790,0,No,No
5791,0,No,No
5792,0,No,No
5793,0,No,No
5794,0,No,No
5795,0,Don't Know,No
5796,0,Don't Know,No
5797,0,Non Interview,Non Interview
5798,0,No,No
5799,26,No,No
5800,0,No,No
5801,0,No,No
5802,0,No,No
5803,0,No,No
5804,0,No,No
5805,0,Non Interview,Non Interview
5806,0,No,No
5807,0,No,No
5808,0,Valid Skip,No
5809,0,No,No
5810,0,No,No
5811,0,No,No
5812,0,No,No
5813,0,Non Interview,Non Interview
5814,0,No,No
5815,0,No,No
5816,0,Non Interview,Non Interview
5817,0,Valid Skip,No
5818,0,No,No
5819,17,Non Interview,Non Interview
5820,0,No,No
5821,0,No,No
5822,0,No,No
5823,0,No,No
5824,0,Valid Skip,No
5825,25,No,No
5826,0,Non Interview,Non Interview
5827,0,No,No
5828,0,No,No
5829,0,Valid Skip,No
5830,0,No,No
5831,0,No,No
5832,0,Valid Skip,No
5833,33,Valid Skip,No
5834,16,No,No
5835,0,No,No
5836,23,No,No
5837,0,No,No
5838,0,No,No
5839,0,No,No
5840,0,No,No
5841,16,No,No
5842,0,Non Interview,Non Interview
5843,0,No,No
5844,0,No,No
5845,0,No,No
5846,0,Non Interview,Non Interview
5847,0,No,No
5848,0,Valid Skip,No
5849,0,No,No
5850,0,Non Interview,Non Interview
5851,0,No,No
5852,16,No,No
5853,0,No,No
5854,0,Non Interview,Non Interview
5855,0,No,No
5856,0,No,No
5857,0,Non Interview,Non Interview
5858,0,Non Interview,Non Interview
5859,0,No,No
5860,0,No,No
5861,0,Non Interview,Non Interview
5862,0,No,No
5863,0,No,No
5864,0,No,No
5865,0,No,No
5866,0,No,No
5867,0,No,No
5868,0,Yes,No
5869,0,No,No
5870,0,No,No
5871,0,Non Interview,Non Interview
5872,0,No,No
5873,0,Valid Skip,No
5874,0,No,No
5875,0,Valid Skip,No
5876,0,Valid Skip,No
5877,0,Valid Skip,No
5878,0,No,No
5879,0,No,No
5880,0,No,No
5881,0,No,No
5882,0,No,No
5883,0,No,No
5884,0,No,No
5885,0,Valid Skip,No
5886,0,No,No
5887,0,No,No
5888,0,Non Interview,Non Interview
5889,0,No,No
5890,0,No,No
5891,0,No,No
5892,0,No,No
5893,0,No,No
5894,0,Non Interview,Non Interview
5895,0,Non Interview,Non Interview
5896,0,No,No
5897,0,Yes,No
5898,0,No,No
5899,0,No,No
5900,0,No,No
5901,0,Non Interview,Non Interview
5902,0,Non Interview,Non Interview
5903,0,No,No
5904,0,Yes,No
5905,20,No,No
5906,0,No,No
5907,0,No,No
5908,0,No,No
5909,0,Yes,No
5910,0,Non Interview,Non Interview
5911,0,Don't Know,Don't Know
5912,0,No,No
5913,18,No,No
5914,0,Non Interview,Non Interview
5915,0,Don't Know,Don't Know
5916,0,Non Interview,Non Interview
5917,0,Non Interview,Non Interview
5918,0,No,No
5919,0,No,No
5920,0,Yes,No
5921,0,Non Interview,Non Interview
5922,0,No,Yes
5923,0,Yes,No
5924,0,No,No
5925,0,No,No
5926,0,No,No
5927,0,No,No
5928,0,No,No
5929,0,No,No
5930,0,No,No
5931,0,No,No
5932,0,No,No
5933,0,Non Interview,Non Interview
5934,0,No,No
5935,0,No,No
5936,0,Valid Skip,No
5937,0,Yes,Don't Know
5938,0,Non Interview,Non Interview
5939,0,Yes,No
5940,0,Yes,No
5941,0,Valid Skip,Don't Know
5942,0,Valid Skip,No
5943,24,No,No
5944,0,No,No
5945,0,No,No
5946,0,Non Interview,Non Interview
5947,18,No,No
5948,0,Non Interview,Non Interview
5949,0,No,No
5950,0,No,No
5951,0,Non Interview,Non Interview
5952,0,Non Interview,Non Interview
5953,0,No,No
5954,0,Non Interview,Non Interview
5955,0,Don't Know,No
5956,0,No,No
5957,0,Non Interview,Non Interview
5958,0,No,No
5959,0,No,No
5960,0,No,No
5961,0,Non Interview,Non Interview
5962,0,No,No
5963,0,Non Interview,Non Interview
5964,0,No,No
5965,0,No,No
5966,0,Non Interview,Non Interview
5967,0,No,No
5968,0,No,No
5969,0,No,No
5970,0,No,No
5971,0,No,No
5972,0,No,No
5973,0,Yes,No
5974,28,Don't Know,No
5975,29,No,No
5976,0,No,No
5977,0,No,No
5978,0,No,No
5979,0,No,No
5980,0,No,No
5981,19,No,No
5982,0,No,No
5983,0,No,No
5984,0,No,No
5985,0,No,No
5986,0,No,No
5987,0,No,No
5988,0,Yes,No
5989,0,No,No
5990,0,No,No
5991,0,No,No
5992,0,No,No
5993,0,No,No
5994,0,No,No
5995,0,No,No
5996,0,No,No
5997,0,No,No
5998,0,No,No
5999,25,No,No
6000,0,Valid Skip,No
6001,0,No,No
6002,0,No,No
6003,0,Non Interview,Non Interview
6004,0,No,No
6005,0,Non Interview,Non Interview
6006,0,No,No
6007,0,No,No
6008,0,Valid Skip,No
6009,0,Non Interview,Non Interview
6010,0,No,No
6011,22,No,No
6012,29,No,No
6013,0,No,No
6014,18,No,No
6015,0,No,No
6016,0,No,No
6017,0,No,No
6018,0,No,No
6019,0,No,No
6020,0,No,No
6021,0,No,No
6022,0,No,No
6023,0,Non Interview,Non Interview
6024,0,Non Interview,Non Interview
6025,27,No,No
6026,0,No,No
6027,0,No,No
6028,0,Non Interview,Non Interview
6029,0,Non Interview,Non Interview
6030,0,No,No
6031,0,No,No
6032,0,No,No
6033,0,No,No
6034,0,No,No
6035,0,Non Interview,Non Interview
6036,0,Valid Skip,No
6037,23,No,No
6038,0,Non Interview,Non Interview
6039,0,No,No
6040,0,Non Interview,Non Interview
6041,0,Valid Skip,No
6042,0,No,No
6043,19,Don't Know,No
6044,0,Refused,No
6045,0,No,No
6046,0,Yes,No
6047,0,No,No
6048,0,No,No
6049,29,Yes,No
6050,0,No,No
6051,0,No,No
6052,0,No,No
6053,0,No,No
6054,0,No,No
6055,0,Yes,No
6056,0,No,No
6057,0,Non Interview,Non Interview
6058,0,Non Interview,Non Interview
6059,0,No,No
6060,0,No,No
6061,0,No,No
6062,0,No,No
6063,0,No,No
6064,0,Non Interview,Non Interview
6065,30,No,Yes
6066,0,No,No
6067,0,No,No
6068,0,No,No
6069,0,Yes,No
6070,0,No,No
6071,0,No,No
6072,0,No,No
6073,0,No,No
6074,0,Non Interview,Non Interview
6075,0,No,No
6076,0,No,No
6077,0,No,No
6078,0,Non Interview,Non Interview
6079,0,Don't Know,No
6080,0,No,No
6081,0,No,No
6082,0,No,No
6083,0,No,No
6084,0,No,No
6085,0,Non Interview,Non Interview
6086,0,No,No
6087,0,Non Interview,Non Interview
6088,0,No,No
6089,0,No,No
6090,0,Non Interview,Non Interview
6091,0,No,No
6092,0,No,No
6093,0,No,No
6094,0,No,No
6095,0,Non Interview,Non Interview
6096,0,No,No
6097,0,No,No
6098,0,No,No
6099,30,Yes,No
6100,0,Yes,No
6101,0,No,No
6102,0,No,No
6103,25,Non Interview,Non Interview
6104,0,No,No
6105,0,No,No
6106,0,Non Interview,Non Interview
6107,0,No,No
6108,0,No,No
6109,28,No,No
6110,0,No,No
6111,0,No,No
6112,0,No,No
6113,29,Yes,No
6114,0,No,No
6115,0,No,No
6116,0,No,No
6117,0,No,No
6118,0,No,No
6119,0,Non Interview,Non Interview
6120,0,No,No
6121,0,No,No
6122,0,Valid Skip,No
6123,0,Valid Skip,No
6124,0,No,No
6125,0,No,No
6126,0,No,No
6127,0,No,No
6128,0,No,No
6129,0,No,No
6130,25,Non Interview,Non Interview
6131,0,No,No
6132,26,No,No
6133,0,No,No
6134,0,No,No
6135,0,No,No
6136,25,Non Interview,Non Interview
6137,0,Non Interview,Non Interview
6138,0,Non Interview,Non Interview
6139,0,No,No
6140,0,No,No
6141,32,No,No
6142,0,No,No
6143,0,Valid Skip,No
6144,0,Yes,Yes
6145,0,Non Interview,Non Interview
6146,20,Don't Know,Yes
6147,24,No,No
6148,19,No,No
6149,0,Yes,No
6150,17,No,No
6151,22,No,No
6152,27,Non Interview,Non Interview
6153,0,Non Interview,Non Interview
6154,0,Don't Know,Yes
6155,0,Non Interview,Non Interview
6156,0,Non Interview,Non Interview
6157,29,No,No
6158,0,No,No
6159,0,Non Interview,Non Interview
6160,0,Don't Know,No
6161,0,No,No
6162,0,Don't Know,No
6163,0,Yes,No
6164,0,No,No
6165,0,No,No
6166,0,No,No
6167,0,Non Interview,Non Interview
6168,0,Non Interview,Non Interview
6169,0,No,No
6170,0,No,No
6171,0,No,No
6172,30,Non Interview,Non Interview
6173,0,No,No
6174,0,No,No
6175,0,Non Interview,Non Interview
6176,0,Yes,No
6177,0,No,No
6178,0,Non Interview,Non Interview
6179,0,No,No
6180,0,No,No
6181,0,No,No
6182,0,No,No
6183,0,No,No
6184,0,No,No
6185,0,Non Interview,Non Interview
6186,26,Don't Know,No
6187,0,No,No
6188,0,Non Interview,Non Interview
6189,0,No,No
6190,24,Non Interview,Non Interview
6191,0,No,No
6192,0,No,No
6193,0,No,No
6194,0,Non Interview,Non Interview
6195,0,No,No
6196,0,No,No
6197,0,No,No
6198,0,Don't Know,No
6199,0,No,No
6200,0,No,No
6201,0,No,No
6202,0,Don't Know,No
6203,0,Non Interview,Non Interview
6204,0,No,No
6205,0,No,No
6206,0,No,No
6207,0,No,No
6208,0,No,No
6209,0,No,No
6210,0,No,No
6211,0,No,No
6212,0,No,No
6213,0,No,No
6214,0,No,No
6215,0,Don't Know,No
6216,0,No,No
6217,0,Non Interview,Non Interview
6218,0,No,No
6219,0,No,No
6220,0,No,No
6221,0,No,No
6222,19,No,No
6223,0,No,No
6224,0,No,No
6225,0,No,No
6226,0,No,No
6227,20,No,No
6228,0,No,No
6229,0,No,No
6230,20,Valid Skip,Don't Know
6231,0,No,No
6232,0,Non Interview,Non Interview
6233,0,Non Interview,Non Interview
6234,25,No,No
6235,0,No,No
6236,0,No,No
6237,22,No,No
6238,0,No,No
6239,0,Don't Know,No
6240,0,Don't Know,No
6241,0,Non Interview,Non Interview
6242,0,No,No
6243,0,No,No
6244,0,No,No
6245,0,No,No
6246,0,No,No
6247,0,No,No
6248,0,Non Interview,Non Interview
6249,0,No,No
6250,0,Non Interview,Non Interview
6251,0,Non Interview,Non Interview
6252,0,No,No
6253,0,Non Interview,Non Interview
6254,0,No,No
6255,0,No,No
6256,0,No,No
6257,0,No,No
6258,0,No,No
6259,21,No,No
6260,0,No,No
6261,0,Yes,No
6262,0,Valid Skip,No
6263,0,No,No
6264,0,No,No
6265,0,Valid Skip,No
6266,0,Valid Skip,No
6267,0,Non Interview,Non Interview
6268,0,Non Interview,Non Interview
6269,0,No,No
6270,0,No,No
6271,22,No,No
6272,0,No,No
6273,28,No,No
6274,0,No,No
6275,0,No,No
6276,27,No,No
6277,0,No,No
6278,0,No,No
6279,0,Non Interview,Non Interview
6280,0,Non Interview,Non Interview
6281,0,No,No
6282,0,No,No
6283,0,Non Interview,Non Interview
6284,0,Valid Skip,No
6285,24,Non Interview,Non Interview
6286,0,No,No
6287,0,No,No
6288,0,No,No
6289,0,No,No
6290,33,Yes,No
6291,0,Non Interview,Non Interview
6292,0,No,No
6293,0,No,No
6294,0,No,No
6295,0,No,No
6296,0,No,No
6297,0,No,No
6298,0,No,No
6299,0,No,No
6300,0,No,No
6301,0,No,No
6302,0,No,No
6303,0,No,No
6304,0,No,No
6305,0,Don't Know,No
6306,0,Valid Skip,No
6307,0,No,No
6308,0,No,No
6309,0,Non Interview,Non Interview
6310,0,No,No
6311,0,No,No
6312,0,No,No
6313,0,No,No
6314,0,No,No
6315,0,No,No
6316,0,No,No
6317,0,No,No
6318,0,No,No
6319,0,No,No
6320,18,Non Interview,Non Interview
6321,0,Non Interview,Non Interview
6322,0,No,No
6323,0,No,No
6324,0,No,No
6325,0,Non Interview,Non Interview
6326,0,No,No
6327,0,Yes,No
6328,0,No,No
6329,0,No,No
6330,0,No,No
6331,0,Non Interview,Non Interview
6332,0,No,No
6333,0,Non Interview,Non Interview
6334,0,Non Interview,Non Interview
6335,0,No,No
6336,0,No,No
6337,0,Non Interview,Non Interview
6338,0,Non Interview,Non Interview
6339,0,No,No
6340,0,Valid Skip,No
6341,0,No,No
6342,0,No,No
6343,0,No,No
6344,0,No,No
6345,18,No,No
6346,0,No,No
6347,0,Non Interview,Non Interview
6348,0,No,Yes
6349,0,Non Interview,Non Interview
6350,0,No,No
6351,0,No,No
6352,0,No,No
6353,0,No,No
6354,0,No,No
6355,0,No,No
6356,0,No,No
6357,0,No,No
6358,0,No,No
6359,0,No,No
6360,0,No,No
6361,0,Non Interview,Non Interview
6362,0,Non Interview,Non Interview
6363,0,Non Interview,Non Interview
6364,0,No,No
6365,0,No,No
6366,0,No,No
6367,0,No,No
6368,0,Non Interview,Non Interview
6369,0,No,No
6370,0,No,No
6371,0,Non Interview,Non Interview
6372,0,No,No
6373,0,No,No
6374,0,No,No
6375,0,No,No
6376,0,No,No
6377,0,Non Interview,Non Interview
6378,0,No,No
6379,0,No,No
6380,0,Valid Skip,No
