,LCI,top3_2
1307,0,"Never Married, Not Cohabitating"
1308,4,"Never Married, Not Cohabitating"
1309,3,Married
1310,3,Married
1312,1,Married
1313,3,Divorced
1316,1,Married
1317,5,"Never Married, Cohabiting"
1319,6,Married
1320,1,Married
1321,0,"Never Married, Not Cohabitating"
1322,2,"Never Married, Not Cohabitating"
1323,2,"Never Married, Not Cohabitating"
1324,5,Divorced
1326,2,"Never Married, Not Cohabitating"
1327,3,Married
1328,1,Married
1330,0,"Never Married, Not Cohabitating"
1332,1,Married
1333,1,Married
1334,1,Married
1336,1,Married
1339,1,Married
1340,1,Married
1341,3,Divorced
1342,8,"Never Married, Not Cohabitating"
1343,1,Married
1345,3,Married
1347,1,Married
1348,2,"Never Married, Not Cohabitating"
1349,2,"Never Married, Not Cohabitating"
1350,1,Married
1351,1,"Never Married, Cohabiting"
1354,1,Married
1355,1,Married
1356,8,Divorced
1357,4,"Never Married, Not Cohabitating"
1358,1,"Never Married, Cohabiting"
1359,1,Married
1360,10,Divorced
1361,6,Married
1362,1,"Never Married, Cohabiting"
1364,4,Married
1365,1,Married
1366,1,"Never Married, Cohabiting"
1367,6,Divorced
1368,1,"Never Married, Cohabiting"
1369,1,Married
1371,3,"Never Married, Not Cohabitating"
1372,11,"Never Married, Cohabiting"
1373,6,"Never Married, Not Cohabitating"
1374,0,"Never Married, Not Cohabitating"
1375,0,"Never Married, Not Cohabitating"
1376,1,Married
1377,1,Married
1378,3,Married
1380,2,"Never Married, Not Cohabitating"
1381,0,"Never Married, Not Cohabitating"
1382,1,"Never Married, Cohabiting"
1383,14,Divorced
1384,8,Married
1385,3,"Never Married, Cohabiting"
1386,1,Married
1388,0,"Never Married, Not Cohabitating"
1390,3,Divorced
1391,4,"Never Married, Not Cohabitating"
1392,0,"Never Married, Not Cohabitating"
1395,8,Married
1396,4,"Never Married, Not Cohabitating"
1397,5,Legally Separated
1398,2,"Never Married, Not Cohabitating"
1399,11,Married
1400,1,Married
1401,1,Married
1403,1,"Never Married, Cohabiting"
1404,0,"Never Married, Not Cohabitating"
1405,0,"Never Married, Not Cohabitating"
1408,4,Married
1409,1,Married
1410,1,Married
1411,7,"Never Married, Cohabiting"
1412,7,"Never Married, Cohabiting"
1413,1,Married
1414,1,Married
1416,4,Divorced
1417,3,Divorced
1419,2,"Never Married, Not Cohabitating"
1420,0,"Never Married, Not Cohabitating"
1422,3,Divorced
1423,4,Married
1424,2,"Never Married, Not Cohabitating"
1425,5,"Never Married, Not Cohabitating"
1426,19,"Never Married, Not Cohabitating"
1427,1,Married
1428,1,Married
1429,1,Married
1433,5,Divorced
1434,3,Divorced
1435,1,Married
1436,0,"Never Married, Not Cohabitating"
1437,7,Divorced
1438,1,Married
1439,3,Married
1440,5,"Never Married, Cohabiting"
1441,6,"Never Married, Not Cohabitating"
1442,1,"Never Married, Not Cohabitating"
1443,3,Married
1444,1,Married
1445,1,"Never Married, Cohabiting"
1447,1,Married
1448,1,Married
1449,0,"Never Married, Not Cohabitating"
1450,1,Married
1451,1,Married
1452,5,"Never Married, Cohabiting"
1453,1,Married
1454,3,Married
1455,0,"Never Married, Not Cohabitating"
1458,0,"Never Married, Not Cohabitating"
1459,0,"Never Married, Not Cohabitating"
1460,1,Married
1461,4,"Never Married, Not Cohabitating"
1462,1,"Never Married, Cohabiting"
1463,4,"Never Married, Not Cohabitating"
1465,3,Married
1466,0,"Never Married, Not Cohabitating"
1467,0,"Never Married, Not Cohabitating"
1468,4,"Never Married, Not Cohabitating"
1470,2,"Never Married, Not Cohabitating"
1471,0,"Never Married, Not Cohabitating"
1472,5,Divorced
1473,5,Married
1474,3,Married
1475,2,Legally Separated
1476,1,Married
1479,4,"Never Married, Not Cohabitating"
1480,2,"Never Married, Not Cohabitating"
1481,0,"Never Married, Not Cohabitating"
1482,2,"Never Married, Not Cohabitating"
1483,0,"Never Married, Not Cohabitating"
1485,1,Married
1486,3,Married
1487,1,Married
1488,1,Married
1489,1,"Never Married, Cohabiting"
1491,0,"Never Married, Not Cohabitating"
1492,0,"Never Married, Not Cohabitating"
1493,3,Legally Separated
1494,1,Married
1495,1,Married
1496,1,Married
1497,2,"Never Married, Not Cohabitating"
1498,1,Married
1500,0,"Never Married, Not Cohabitating"
1501,1,"Never Married, Cohabiting"
1502,3,"Never Married, Cohabiting"
1503,1,Married
1506,4,"Never Married, Not Cohabitating"
1507,3,Married
1509,4,"Never Married, Not Cohabitating"
1510,5,"Never Married, Cohabiting"
1511,3,Divorced
1512,8,"Never Married, Cohabiting"
1513,3,Married
1514,1,Married
1515,3,"Never Married, Cohabiting"
1516,2,"Never Married, Not Cohabitating"
1517,0,"Never Married, Not Cohabitating"
1518,1,Married
1520,1,Married
1522,3,Divorced
1523,1,Married
1524,1,Married
1525,2,"Never Married, Not Cohabitating"
1528,1,Married
1529,3,"Never Married, Not Cohabitating"
1530,0,"Never Married, Not Cohabitating"
1531,1,Married
1532,2,"Never Married, Not Cohabitating"
1533,4,"Never Married, Not Cohabitating"
1537,3,Married
1538,1,"Never Married, Cohabiting"
1539,4,"Never Married, Not Cohabitating"
1540,1,Married
1541,1,Married
1542,1,Married
1543,0,"Never Married, Not Cohabitating"
1544,1,"Never Married, Cohabiting"
1545,3,"Never Married, Cohabiting"
1547,1,Married
1548,1,Married
1549,3,Divorced
1550,1,Married
1551,0,"Never Married, Not Cohabitating"
1552,0,"Never Married, Not Cohabitating"
1554,0,"Never Married, Not Cohabitating"
1555,0,"Never Married, Not Cohabitating"
1556,4,"Never Married, Not Cohabitating"
1557,1,Married
1558,5,Married
1559,0,"Never Married, Not Cohabitating"
1560,7,"Never Married, Cohabiting"
1561,3,"Never Married, Cohabiting"
1562,7,Divorced
1563,0,"Never Married, Not Cohabitating"
1565,1,Married
1567,1,Married
1569,1,Married
1570,5,Married
1571,1,Married
1572,1,Married
1573,6,Married
1575,1,"Never Married, Cohabiting"
1576,0,"Never Married, Not Cohabitating"
1577,15,"Never Married, Cohabiting"
1579,8,Married
1580,5,"Never Married, Cohabiting"
1581,3,Married
1582,3,"Never Married, Cohabiting"
1583,3,Married
1584,5,"Never Married, Cohabiting"
1585,3,"Never Married, Cohabiting"
1586,4,"Never Married, Not Cohabitating"
1588,1,"Never Married, Cohabiting"
1589,1,Married
1592,2,"Never Married, Not Cohabitating"
1594,0,"Never Married, Not Cohabitating"
1597,0,"Never Married, Not Cohabitating"
1598,4,"Never Married, Not Cohabitating"
1599,2,"Never Married, Not Cohabitating"
1601,7,Married
1602,5,Married
1603,0,"Never Married, Not Cohabitating"
1604,3,Divorced
1606,0,"Never Married, Not Cohabitating"
1609,5,"Never Married, Cohabiting"
1611,1,Married
1612,0,"Never Married, Not Cohabitating"
1614,1,"Never Married, Cohabiting"
1615,0,"Never Married, Not Cohabitating"
1617,1,"Never Married, Cohabiting"
1619,2,"Never Married, Not Cohabitating"
1620,0,"Never Married, Not Cohabitating"
1626,2,"Never Married, Not Cohabitating"
1629,2,"Never Married, Not Cohabitating"
1630,2,"Never Married, Cohabiting"
1631,0,"Never Married, Not Cohabitating"
1632,1,Married
1636,1,Married
1638,1,Married
1639,0,"Never Married, Not Cohabitating"
1641,1,Married
1642,5,"Never Married, Not Cohabitating"
1643,1,"Never Married, Cohabiting"
1644,1,Married
1645,0,"Never Married, Not Cohabitating"
1646,1,Married
1648,1,Married
1651,1,Married
1652,2,"Never Married, Not Cohabitating"
1653,1,Married
1654,0,"Never Married, Not Cohabitating"
1656,1,Married
1658,1,Married
1659,0,"Never Married, Not Cohabitating"
1660,7,"Never Married, Cohabiting"
1662,9,"Never Married, Cohabiting"
1663,5,Divorced
1664,0,"Never Married, Not Cohabitating"
1665,5,Married
1666,3,"Never Married, Not Cohabitating"
1667,1,Married
1668,1,Married
1669,1,Married
1670,8,Married
1672,6,"Never Married, Not Cohabitating"
1673,3,"Never Married, Not Cohabitating"
1676,1,Married
1677,2,"Never Married, Not Cohabitating"
1679,1,Married
1680,8,Married
1681,7,Divorced
1682,5,Married
1683,1,Married
1684,3,Married
1685,1,"Never Married, Cohabiting"
1686,5,Divorced
1687,4,"Never Married, Not Cohabitating"
1688,3,Married
1691,1,Married
1692,1,Married
1697,1,"Never Married, Cohabiting"
1698,1,"Never Married, Cohabiting"
1701,1,Married
1702,5,Divorced
1703,4,Legally Separated
1705,5,"Never Married, Cohabiting"
1708,9,Married
1709,0,"Never Married, Not Cohabitating"
1710,1,"Never Married, Not Cohabitating"
1711,3,"Never Married, Cohabiting"
1713,1,Married
1715,4,Married
1716,3,Married
1717,6,"Never Married, Cohabiting"
1718,3,Married
1719,1,"Never Married, Cohabiting"
1720,0,"Never Married, Cohabiting"
1722,1,Married
1724,1,"Never Married, Cohabiting"
1725,1,Married
1726,6,"Never Married, Not Cohabitating"
1727,3,Divorced
1729,4,"Never Married, Cohabiting"
1730,3,Married
1731,0,"Never Married, Not Cohabitating"
1732,4,Married
1736,3,Married
1741,1,Married
1742,1,Married
1743,1,Married
1744,3,Divorced
1746,8,"Never Married, Not Cohabitating"
1748,1,Married
1749,3,"Never Married, Not Cohabitating"
1750,1,Married
1751,4,Legally Separated
1752,1,Married
1754,1,Married
1756,1,Married
1757,4,"Never Married, Not Cohabitating"
1758,0,"Never Married, Not Cohabitating"
1760,9,Divorced
1762,3,Married
1763,0,"Never Married, Not Cohabitating"
1765,3,"Never Married, Cohabiting"
1766,2,"Never Married, Not Cohabitating"
1767,6,"Never Married, Cohabiting"
1768,1,Married
1769,1,Married
1770,1,Married
1772,1,Married
1773,1,Married
1774,1,"Never Married, Not Cohabitating"
1775,1,Married
1776,1,"Never Married, Cohabiting"
1777,3,Divorced
1780,1,Married
1781,0,"Never Married, Not Cohabitating"
1782,5,Married
1783,5,Married
1784,1,"Never Married, Cohabiting"
1786,4,Legally Separated
1787,8,Legally Separated
1788,11,"Never Married, Not Cohabitating"
1790,1,Married
1791,1,Married
1792,3,Married
1794,1,Married
1795,1,"Never Married, Cohabiting"
1797,1,Married
1798,7,Married
1799,6,Married
1800,5,Married
1801,0,"Never Married, Not Cohabitating"
1802,2,"Never Married, Not Cohabitating"
1804,1,Married
1805,0,"Never Married, Not Cohabitating"
1806,1,Married
1807,0,"Never Married, Not Cohabitating"
1808,0,"Never Married, Not Cohabitating"
1809,2,"Never Married, Not Cohabitating"
1810,1,Married
1811,3,Married
1812,1,Married
1813,5,Married
1814,1,Married
1815,1,Married
1816,4,Married
1817,1,"Never Married, Not Cohabitating"
1820,5,"Never Married, Cohabiting"
1821,1,Married
1822,0,"Never Married, Not Cohabitating"
1823,4,Married
1824,1,Married
1825,2,"Never Married, Not Cohabitating"
1826,3,"Never Married, Not Cohabitating"
1827,1,Married
1828,3,"Never Married, Not Cohabitating"
1829,2,"Never Married, Not Cohabitating"
1830,0,"Never Married, Not Cohabitating"
1831,0,"Never Married, Not Cohabitating"
1834,1,Married
1835,1,"Never Married, Cohabiting"
1836,5,Married
1837,4,"Never Married, Not Cohabitating"
1838,2,"Never Married, Not Cohabitating"
1839,5,"Never Married, Not Cohabitating"
1842,3,"Never Married, Cohabiting"
1843,1,"Never Married, Cohabiting"
1844,0,"Never Married, Not Cohabitating"
1846,0,"Never Married, Not Cohabitating"
1848,5,Divorced
1850,1,Married
1851,3,Married
1853,1,Married
1854,1,Married
1855,1,"Never Married, Cohabiting"
1857,1,Married
1858,1,Married
1859,1,Married
1861,3,Married
1862,3,Married
1863,4,"Never Married, Not Cohabitating"
1864,4,"Never Married, Not Cohabitating"
1865,1,Married
1866,4,Married
1867,8,"Never Married, Not Cohabitating"
1868,0,"Never Married, Not Cohabitating"
1869,2,"Never Married, Not Cohabitating"
1870,4,Married
1871,1,Married
1872,3,Divorced
1873,3,"Never Married, Cohabiting"
1874,1,"Never Married, Cohabiting"
1875,3,Divorced
1876,5,"Never Married, Cohabiting"
1877,1,Married
1878,3,"Never Married, Cohabiting"
1879,1,Married
1880,1,Married
1881,4,Married
1882,1,"Never Married, Cohabiting"
1885,5,Married
1890,1,Married
1891,1,Married
1892,1,"Never Married, Cohabiting"
1893,3,"Never Married, Not Cohabitating"
1894,1,Married
1895,1,"Never Married, Not Cohabitating"
1897,1,"Never Married, Cohabiting"
1898,6,Married
1899,5,Married
1900,2,"Never Married, Not Cohabitating"
1901,4,Divorced
1902,1,Married
1904,1,Married
1905,1,Married
1906,3,Married
1907,1,Married
1908,5,"Never Married, Not Cohabitating"
1909,3,Married
1911,1,Married
1913,7,Married
1915,1,Married
1916,1,Married
1918,4,Married
1920,5,"Never Married, Not Cohabitating"
1921,4,Married
1922,1,Married
1924,1,"Never Married, Cohabiting"
1925,5,Divorced
1926,0,"Never Married, Not Cohabitating"
1927,1,"Never Married, Cohabiting"
1928,4,Married
1929,1,Married
1930,4,Married
1931,5,"Never Married, Cohabiting"
1932,7,"Never Married, Cohabiting"
1934,1,Married
1935,1,Married
1936,9,Married
1938,8,"Never Married, Not Cohabitating"
1939,0,Married
1940,1,Married
1941,2,"Never Married, Not Cohabitating"
1942,0,"Never Married, Not Cohabitating"
1944,3,Married
1945,7,Divorced
1946,1,Married
1947,7,"Never Married, Cohabiting"
1948,1,Married
1950,3,"Never Married, Cohabiting"
1951,0,"Never Married, Not Cohabitating"
1953,3,Divorced
1954,0,"Never Married, Not Cohabitating"
1956,3,Married
1957,3,"Never Married, Cohabiting"
1958,0,"Never Married, Not Cohabitating"
1959,5,Married
1960,1,Married
1961,5,"Never Married, Not Cohabitating"
1963,0,"Never Married, Not Cohabitating"
1964,1,Married
1965,1,Married
1966,1,Married
1967,3,Married
1968,1,Married
1969,3,Divorced
1970,2,"Never Married, Not Cohabitating"
1971,4,Married
1972,1,Married
1973,1,Married
1974,7,"Never Married, Cohabiting"
1975,6,"Never Married, Not Cohabitating"
1977,7,Married
1979,4,Married
1980,0,"Never Married, Not Cohabitating"
1981,2,"Never Married, Not Cohabitating"
1982,1,Married
1984,4,Married
1986,5,"Never Married, Cohabiting"
1987,2,"Never Married, Not Cohabitating"
1988,1,Married
1989,6,Married
1990,2,"Never Married, Cohabiting"
1991,0,"Never Married, Not Cohabitating"
1992,1,Married
1995,0,"Never Married, Not Cohabitating"
1997,1,Married
1998,5,Married
1999,3,"Never Married, Not Cohabitating"
2000,1,Married
2002,1,Married
2003,1,Married
2004,5,Married
2005,5,"Never Married, Cohabiting"
2006,3,Married
2007,2,"Never Married, Not Cohabitating"
2009,13,"Never Married, Cohabiting"
2010,3,"Never Married, Not Cohabitating"
2011,2,"Never Married, Not Cohabitating"
2012,0,"Never Married, Not Cohabitating"
2013,6,"Never Married, Not Cohabitating"
2014,5,Married
2015,6,"Never Married, Not Cohabitating"
2016,6,"Never Married, Not Cohabitating"
2017,2,"Never Married, Not Cohabitating"
2022,4,"Never Married, Not Cohabitating"
2023,7,"Never Married, Cohabiting"
2025,1,Married
2026,0,"Never Married, Not Cohabitating"
2027,1,Married
2028,4,"Never Married, Not Cohabitating"
2029,5,"Never Married, Cohabiting"
2030,1,Married
2032,3,Married
2033,0,"Never Married, Not Cohabitating"
2034,3,Married
2035,3,Married
2036,3,"Never Married, Cohabiting"
2037,3,"Never Married, Cohabiting"
2038,0,"Never Married, Not Cohabitating"
2039,4,Married
2042,3,Divorced
2043,4,Married
2045,3,Married
2046,1,Married
2047,1,Married
2048,1,Married
2052,1,"Never Married, Cohabiting"
2053,0,"Never Married, Not Cohabitating"
2054,0,"Never Married, Not Cohabitating"
2056,1,Married
2058,1,Married
2059,1,Married
2060,1,Married
2063,1,Married
2064,1,Married
2066,0,"Never Married, Not Cohabitating"
2067,0,"Never Married, Not Cohabitating"
2068,1,Married
2069,1,Married
2070,0,"Never Married, Not Cohabitating"
2071,1,Married
2072,0,"Never Married, Not Cohabitating"
2074,5,"Never Married, Cohabiting"
2076,1,Married
2077,2,Married
2078,1,"Never Married, Not Cohabitating"
2080,3,"Never Married, Cohabiting"
2081,1,"Never Married, Cohabiting"
2084,0,"Never Married, Not Cohabitating"
2085,5,Married
2086,1,Married
2087,0,"Never Married, Not Cohabitating"
2089,1,"Never Married, Not Cohabitating"
2090,4,"Never Married, Not Cohabitating"
2092,3,"Never Married, Cohabiting"
2093,1,"Never Married, Cohabiting"
2094,6,"Never Married, Not Cohabitating"
2095,0,"Never Married, Not Cohabitating"
2096,5,Divorced
2097,1,Married
2098,3,"Never Married, Cohabiting"
2099,1,"Never Married, Cohabiting"
2100,2,"Never Married, Not Cohabitating"
2101,5,"Never Married, Not Cohabitating"
2102,5,Divorced
2103,2,"Never Married, Not Cohabitating"
2104,1,Married
2105,4,"Never Married, Not Cohabitating"
2106,4,"Never Married, Not Cohabitating"
2107,1,"Never Married, Cohabiting"
2108,1,Married
2109,1,Married
2111,2,Married
2112,3,Married
2113,4,Married
2114,6,"Never Married, Cohabiting"
2115,5,"Never Married, Not Cohabitating"
2117,1,Married
2118,7,Married
2119,4,"Never Married, Not Cohabitating"
2120,3,Married
2121,2,"Never Married, Not Cohabitating"
2123,6,Divorced
2125,3,Married
2126,0,"Never Married, Not Cohabitating"
2127,1,Married
2129,3,"Never Married, Cohabiting"
2130,1,"Never Married, Not Cohabitating"
2131,6,"Never Married, Not Cohabitating"
2132,2,"Never Married, Not Cohabitating"
2133,1,Married
2134,4,"Never Married, Not Cohabitating"
2136,3,Married
2138,0,"Never Married, Not Cohabitating"
2139,1,Married
2140,1,Married
2142,3,Married
2143,3,Married
2144,1,Married
2145,13,"Never Married, Cohabiting"
2146,0,"Never Married, Not Cohabitating"
2147,3,Married
2149,4,Married
2150,1,Married
2153,6,Divorced
2154,7,Divorced
2155,0,"Never Married, Not Cohabitating"
2156,0,"Never Married, Not Cohabitating"
2157,7,Married
2159,5,"Never Married, Not Cohabitating"
2160,1,Married
2161,4,"Never Married, Not Cohabitating"
2162,0,"Never Married, Not Cohabitating"
2163,1,Married
2165,3,Divorced
2166,3,Married
2167,1,Married
2168,1,Married
2169,4,"Never Married, Not Cohabitating"
2171,3,Married
2172,4,"Never Married, Not Cohabitating"
2173,12,"Never Married, Not Cohabitating"
2174,1,"Never Married, Cohabiting"
2176,1,Married
2178,2,"Never Married, Not Cohabitating"
2179,3,Married
2180,3,Married
2182,1,Married
2184,0,"Never Married, Not Cohabitating"
2185,3,Married
2186,1,Married
2187,0,"Never Married, Not Cohabitating"
2188,3,"Never Married, Cohabiting"
2189,3,"Never Married, Not Cohabitating"
2191,4,"Never Married, Not Cohabitating"
2198,1,Married
2199,0,"Never Married, Not Cohabitating"
2201,1,Married
2202,1,Married
2203,1,Married
2204,5,Married
2205,3,"Never Married, Cohabiting"
2206,2,"Never Married, Not Cohabitating"
2207,4,"Never Married, Not Cohabitating"
2208,1,Married
2210,1,"Never Married, Cohabiting"
2211,1,Married
2212,1,Married
2215,1,"Never Married, Cohabiting"
